date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:04:44	215700/215700	---M-Z	200	added ('OK')	text/html	etag:W/%2233889-207N9bYn9aW6WFn58nErTUY1rQg%22	https://elcomercio.pe/noticias/horoscopo/	C:/proyectoHtrack/ANGIE/elcomercio.pe/noticias/horoscopo/index.html	(from https://elcomercio.pe/)
20:04:44	102821/102821	---M-Z	200	added ('OK')	text/html	etag:W/%2217f9a-yRls7Q+k5lMXFSrhXHQtWal8oSk%22	https://elcomercio.pe/desde-la-redaccion/	C:/proyectoHtrack/ANGIE/elcomercio.pe/desde-la-redaccion/index.html	(from https://elcomercio.pe/)
20:04:44	234218/234218	---MCZ	200	added ('OK')	text/html	etag:W/%22380df-vsCqQw/vxeDgbFefAuKyfQcupVs%22	https://elcomercio.pe/archivo-elcomercio/	C:/proyectoHtrack/ANGIE/elcomercio.pe/archivo-elcomercio/index.html	(from https://elcomercio.pe/)
20:04:44	144287/144287	---M-Z	200	added ('OK')	text/html	etag:W/%2222193-kvBieE7OTotHwwHqrGov+NbQvBM%22	https://elcomercio.pe/videos/	C:/proyectoHtrack/ANGIE/elcomercio.pe/videos/index.html	(from https://elcomercio.pe/)
20:04:44	101819/101819	---M-Z	200	added ('OK')	text/html	etag:W/%2217bb0-wDNXWwrh+f3awkyAkBP09wxDBwo%22	https://elcomercio.pe/blogs/	C:/proyectoHtrack/ANGIE/elcomercio.pe/blogs/index.html	(from https://elcomercio.pe/)
20:04:45	223408/223408	---M-Z	200	added ('OK')	text/html	etag:W/%22356a5-iRn7zjUFgXtVqKuvlDGRZGfTi5I%22	https://elcomercio.pe/tecnologia/e-sports/	C:/proyectoHtrack/ANGIE/elcomercio.pe/tecnologia/e-sports/index.html	(from https://elcomercio.pe/)
20:04:45	210732/210732	---M-Z	200	added ('OK')	text/html	etag:W/%2232521-oW1zjFn7wt67/H9dDlQjDAfxYE8%22	https://elcomercio.pe/publirreportaje/	C:/proyectoHtrack/ANGIE/elcomercio.pe/publirreportaje/index.html	(from https://elcomercio.pe/)
20:04:45	5504/5504	---M-Z	200	added ('OK')	application/javascript	etag:%223b105b99d4c0a46cbde3f229cf71412e%22	https://d2dvq461rdwooi.cloudfront.net/elcomercio/post/politica/spaces.js?2022-11-09	C:/proyectoHtrack/ANGIE/d2dvq461rdwooi.cloudfront.net/elcomercio/post/politica/spaces303f.js	(from https://elcomercio.pe/politica/justicia/nuevo-reves-para-pedro-castillo-pj-rechaza-recurso-que-pretendia-anular-denuncia-constitucional-de-fiscal-de-la-nacion-por-delitos-de-organizacion-criminal-y-otros-noticia/)
20:04:46	1477087/1477087	---MCZ	200	added ('OK')	text/html	etag:W/%221677d4-sZSXaxWjOknIgoLGq9N6y9+TYOE%22	https://elcomercio.pe/wuf/	C:/proyectoHtrack/ANGIE/elcomercio.pe/wuf/index.html	(from https://elcomercio.pe/)
20:04:46	89841/89841	---M-Z	200	added ('OK')	text/html	etag:W/%2214ce6-nUj75h+L0YOVZ6PEx1CNvHQ9dbQ%22	https://elcomercio.pe/terminos-y-condiciones/	C:/proyectoHtrack/ANGIE/elcomercio.pe/terminos-y-condiciones/index.html	(from https://elcomercio.pe/)
20:04:46	1395099/1395099	---MCZ	200	added ('OK')	text/html	etag:W/%22153790-qh/enkftPJVuYEqtjD0jDWmn1u4%22	https://elcomercio.pe/colecciones-el-comercio/	C:/proyectoHtrack/ANGIE/elcomercio.pe/colecciones-el-comercio/index.html	(from https://elcomercio.pe/)
20:04:46	69632/69632	---M-Z	200	added ('OK')	text/html	etag:W/%22fdf5-lVogyTiF5UotbUU7Q9SrhpaC9g8%22	https://elcomercio.pe/principios-rectores/	C:/proyectoHtrack/ANGIE/elcomercio.pe/principios-rectores/index.html	(from https://elcomercio.pe/)
20:04:47	86731/86731	---M-Z	200	added ('OK')	text/html	etag:W/%22140c0-JRqZKU5p27JZbsEOBuJ+ira7c8M%22	https://elcomercio.pe/politicas-privacidad/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politicas-privacidad/index.html	(from https://elcomercio.pe/)
20:04:47	25756/25756	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ea4c64d13258673a738915e28ad45a9b%22	https://d1r08wok4169a5.cloudfront.net/ads/elcomercio/arcads.js?2022-11-09	C:/proyectoHtrack/ANGIE/d1r08wok4169a5.cloudfront.net/ads/elcomercio/arcads303f.js	(from https://elcomercio.pe/politica/justicia/nuevo-reves-para-pedro-castillo-pj-rechaza-recurso-que-pretendia-anular-denuncia-constitucional-de-fiscal-de-la-nacion-por-delitos-de-organizacion-criminal-y-otros-noticia/)
20:04:47	104241/104241	---M-Z	200	added ('OK')	text/html	etag:W/%2218525-ovTAzdXZAi8YPdZdZo9OXf1V3n8%22	https://elcomercio.pe/buenas-practicas/	C:/proyectoHtrack/ANGIE/elcomercio.pe/buenas-practicas/index.html	(from https://elcomercio.pe/)
20:04:47	69511/69511	---M-Z	200	added ('OK')	text/html	etag:W/%22fd7c-wF0FxCFGevYGztrCas8rkvrsX44%22	https://elcomercio.pe/politica-integrada-de-gestion/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica-integrada-de-gestion/index.html	(from https://elcomercio.pe/)
20:04:47	67509/67509	---M-Z	200	added ('OK')	text/html	etag:W/%22f5aa-llCWzxWC8VeK+L2HgThtj7rIe+s%22	https://elcomercio.pe/procedimiento-arco/	C:/proyectoHtrack/ANGIE/elcomercio.pe/procedimiento-arco/index.html	(from https://elcomercio.pe/)
20:04:47	80590/80590	---M-Z	200	added ('OK')	text/html	etag:W/%22128c3-Jj8bsZ7DHxTXnTvPt8NeL+bw/nw%22	https://elcomercio.pe/politica-de-cookies/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica-de-cookies/index.html	(from https://elcomercio.pe/)
20:04:48	233184/233184	---M-Z	200	added ('OK')	text/html	etag:W/%2237cd5-tBZKiZvkCULegBdFZaYdH3bqG2o%22	https://elcomercio.pe/mundial/	C:/proyectoHtrack/ANGIE/elcomercio.pe/mundial/index.html	(from https://elcomercio.pe/)
20:04:48	170344/170344	---MCZ	200	added ('OK')	text/html	etag:W/%222875d-wRQ2L4lUNFzujLM4MoDvqioB3q8%22	https://elcomercio.pe/politica/actualidad/anibal-torres-presentara-cuestion-de-confianza-por-proyecto-que-plantea-derogar-norma-que-regula-esa-figura-rmmn-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica/actualidad/anibal-torres-presentara-cuestion-de-confianza-por-proyecto-que-plantea-derogar-norma-que-regula-esa-figura-rmmn-noticia/index.html	(from https://elcomercio.pe/)
20:04:48	1195106/1195106	---MCZ	200	added ('OK')	text/html	etag:W/%22122a56-eWnEYhlsc2J5Yo5d/O2obTQfjc8%22	https://elcomercio.pe/oficinas-concesionarias/	C:/proyectoHtrack/ANGIE/elcomercio.pe/oficinas-concesionarias/index.html	(from https://elcomercio.pe/)
20:04:50	202698/202698	---M-Z	200	added ('OK')	text/html	etag:W/%22305bf-5OPIyAWTImnv5xfLGau6sEWx2FU%22	https://elcomercio.pe/politica/actualidad/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica/actualidad/index.html	(from https://elcomercio.pe/)
20:04:50	160775/160775	---MCZ	200	added ('OK')	text/html	etag:W/%22261fb-ixyMlFzquKKbVSx54na++ZLORNI%22	https://elcomercio.pe/economia/dia-1/como-hara-paracas-sede-de-cade-ejecutivos-para-recibir-a-mas-de-900-mil-turistas-este-2022-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/economia/dia-1/como-hara-paracas-sede-de-cade-ejecutivos-para-recibir-a-mas-de-900-mil-turistas-este-2022-noticia/index.html	(from https://elcomercio.pe/)
20:04:51	198406/198406	---M-Z	200	added ('OK')	text/html	etag:W/%222f4fb-Pyl4yOEkWxDF9JjRIkuPbYSGMeo%22	https://elcomercio.pe/economia/dia-1/	C:/proyectoHtrack/ANGIE/elcomercio.pe/economia/dia-1/index.html	(from https://elcomercio.pe/)
20:04:51	325190/325190	---MCZ	200	added ('OK')	text/html	etag:W/%224e43a-Fo0WNofZhxKAuK1kxefg8ZPB3Qw%22	https://elcomercio.pe/autor/redaccion-ec/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/redaccion-ec/index.html	(from https://elcomercio.pe/)
20:04:51	255255/255255	---MCZ	200	added ('OK')	text/html	etag:W/%223d30c-Ur1iPg7FkvVhqGu0xFDMQX6aWMw%22	https://elcomercio.pe/politica/gobierno/sol-carreno-anibal-torres-en-su-laberinto-insultos-ataques-misoginos-y-frases-intolerantes-marcan-la-presencia-del-primer-ministro-en-el-gobierno-pedro-barreto-acuerdo-nacional-adolfo-hitler-alemania-pedro-castillo-pnp-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica/gobierno/sol-carreno-anibal-torres-en-su-laberinto-insul/index.html	(from https://elcomercio.pe/)
20:04:52	319143/319143	---MCZ	200	added ('OK')	text/html	etag:W/%224cc9b-B08stECOSSMKKaGglkIZd+u3HB4%22	https://elcomercio.pe/autor/thalia-cadenas/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/thalia-cadenas/index.html	(from https://elcomercio.pe/)
20:04:52	364785/364785	---MCZ	200	added ('OK')	text/html	etag:W/%2257ee5-zjqqAInp/25+a2nJiy9S3+9NRBk%22	https://elcomercio.pe/autor/claudia-inga/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/claudia-inga/index.html	(from https://elcomercio.pe/)
20:04:53	204020/204020	---M-Z	200	added ('OK')	text/html	etag:W/%2230ae8-XkbROCyRohrEkqHHGWs78mdDDyw%22	https://elcomercio.pe/politica/gobierno/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica/gobierno/index.html	(from https://elcomercio.pe/)
20:04:53	156945/156945	---MCZ	200	added ('OK')	text/html	etag:W/%2225305-1a5C2J2WnAd/R8jt4TF7q4tLuDE%22	https://elcomercio.pe/economia/beat-se-despide-del-peru-empresa-dejara-de-operar-desde-el-9-de-noviembre-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/economia/beat-se-despide-del-peru-empresa-dejara-de-operar-desde-el-9-de-noviembre-noticia/index.html	(from https://elcomercio.pe/)
20:04:53	161548/161548	---MCZ	200	added ('OK')	text/html	etag:W/%2226501-PvxczgGQkp8vewcelC9eDfTq4h8%22	https://elcomercio.pe/politica/pedro-castillo-solicita-autorizacion-al-congreso-para-viajar-a-mexico-y-chile-rmmn-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica/pedro-castillo-solicita-autorizacion-al-congreso-para-viajar-a-mexico-y-chile-rmmn-noticia/index.html	(from https://elcomercio.pe/)
20:04:53	155979/155979	---M-Z	200	added ('OK')	text/html	etag:W/%2224f40-+8k8hhakr0d10oefOFaaysM7NGE%22	https://elcomercio.pe/archivo-elcomercio/la-sorprendente-historia-de-la-pareja-peruana-que-estuvo-casada-por-75-anos-luego-que-uno-de-ellos-se-salvara-de-la-muerte-durante-una-manifestacion-politica-francisco-garay-mendiburu-maria-melgar-matrimonio-arequipa-lima-mariano-melgar-poeta-peru-entrevista-historia-nnsp-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/archivo-elcomercio/la-sorprendente-historia-de-la-pareja-peruana-q/index.html	(from https://elcomercio.pe/)
20:04:54	159795/159795	---M-Z	200	added ('OK')	text/html	etag:W/%2225e28-T7nc9JPyqN5e76JMVP+CCrnu25I%22	https://elcomercio.pe/tecnologia/redes-sociales/twitter-anade-un-check-gris-de-verificacion-que-funciona-igual-al-previo-check-azul-elon-musk-espana-mexico-usa-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/tecnologia/redes-sociales/twitter-anade-un-check-gris-de-verificacion-que-funciona-igual-al-previo-check-azul-elon-musk-espana-mexico-usa-noticia/index.html	(from https://elcomercio.pe/)
20:04:54	155966/155966	---MCZ	200	added ('OK')	text/html	etag:W/%2224f32-OtBxlooTQCeCUIaxACMNMY0bkzI%22	https://elcomercio.pe/economia/ignacio-briones-con-el-nivel-de-informalidad-de-peru-no-hay-estado-que-funcione-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/economia/ignacio-briones-con-el-nivel-de-informalidad-de-peru-no-hay-estado-que-funcione-noticia/index.html	(from https://elcomercio.pe/)
20:04:54	332024/332024	---MCZ	200	added ('OK')	text/html	etag:W/%224feec-kZLRs6Cu89m5J6KKZGcwdBJ7MLY%22	https://elcomercio.pe/autores/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autores/index.html	(from https://elcomercio.pe/)
20:04:54	205297/205297	---M-Z	200	added ('OK')	text/html	etag:W/%2230fe6-PBIYA4gfW3qY1HvUbK54ShxFdDo%22	https://elcomercio.pe/tecnologia/redes-sociales/	C:/proyectoHtrack/ANGIE/elcomercio.pe/tecnologia/redes-sociales/index.html	(from https://elcomercio.pe/)
20:04:54	157893/157893	---M-Z	200	added ('OK')	text/html	etag:W/%22256ba-NOLnNG4f6sJCQeyGmH7upVKtk6w%22	https://elcomercio.pe/el-comercio-tv/entrevistas/cade-2022-entrevista-christian-coone-ceo-de-natura-entrevista-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/el-comercio-tv/entrevistas/cade-2022-entrevista-christian-coone-ceo-de-natura-entrevista-noticia/index.html	(from https://elcomercio.pe/)
20:04:55	167579/167579	---MCZ	200	added ('OK')	text/html	etag:W/%2227c90-KesIswlpJr1zZLBz15MJ9LkkWPY%22	https://elcomercio.pe/politica/pedro-castillo-deberia-asistir-a-la-cade-esto-dicen-los-gremios-empresariales-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica/pedro-castillo-deberia-asistir-a-la-cade-esto-dicen-los-gremios-empresariales-noticia/index.html	(from https://elcomercio.pe/)
20:04:55	351187/351187	---MCZ	200	added ('OK')	text/html	etag:W/%22549c9-UWqybBS3JFIC02YfliX8C6BG/2w%22	https://elcomercio.pe/autor/sebastian-ortiz-martinez/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/sebastian-ortiz-martinez/index.html	(from https://elcomercio.pe/)
20:04:55	159327/159327	---M-Z	200	added ('OK')	text/html	etag:W/%2225c53-YazYM32OPH4XCNwlCk6Bjxf5jiQ%22	https://elcomercio.pe/economia/la-confianza-del-consumidor-mejora-en-lima-pero-sigue-siendo-pesimista-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/economia/la-confianza-del-consumidor-mejora-en-lima-pero-sigue-siendo-pesimista-noticia/index.html	(from https://elcomercio.pe/)
20:04:55	327871/327871	---MCZ	200	added ('OK')	text/html	etag:W/%224eeb4-U/dsw9VExSVp9GNxwH0k5f8q0sM%22	https://elcomercio.pe/autor/melissa-rodriguez-enciso/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/melissa-rodriguez-enciso/index.html	(from https://elcomercio.pe/)
20:04:55	163640/163640	---MCZ	200	added ('OK')	text/html	etag:W/%2226d2d-QV1trQOlFx9WE5J9K7Ya8IQZM8g%22	https://elcomercio.pe/deporte-total/futbol-mundial/caso-byron-castillo-tas-ecuador-byron-castillo-la-historia-detras-del-fallo-que-nos-da-la-razon-pero-no-nos-lleva-a-qatar-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/deporte-total/futbol-mundial/caso-byron-castillo-tas-ecuador-byron-castillo-la-historia-detras-del-fallo-que-nos-da-la-razon-pero-no-nos-lleva-a-qatar-noticia/index.html	(from https://elcomercio.pe/)
20:04:56	162242/162242	---M-Z	200	added ('OK')	text/html	etag:W/%22267b6-S6NsNTR08gXf2yhJTz7JAlA7Kvs%22	https://elcomercio.pe/el-comercio-tv/entrevistas/	C:/proyectoHtrack/ANGIE/elcomercio.pe/el-comercio-tv/entrevistas/index.html	(from https://elcomercio.pe/)
20:04:56	211083/211083	---M-Z	200	added ('OK')	text/html	etag:W/%2232681-PiwNJbiOob0NBDn/sdM+fwvB0tY%22	https://elcomercio.pe/mundo/eeuu/	C:/proyectoHtrack/ANGIE/elcomercio.pe/mundo/eeuu/index.html	(from https://elcomercio.pe/)
20:04:57	388447/388447	---MCZ	200	added ('OK')	text/html	etag:W/%225db53-EbyVcK1HEmJ4bZVrWYNstV8X3Hs%22	https://elcomercio.pe/autor/miguel-villegas/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/miguel-villegas/index.html	(from https://elcomercio.pe/)
20:04:57	208686/208686	---M-Z	200	added ('OK')	text/html	etag:W/%2231d22-rmpRzMaYbEL5iFdhOwwC6H2blLk%22	https://elcomercio.pe/deporte-total/futbol-mundial/	C:/proyectoHtrack/ANGIE/elcomercio.pe/deporte-total/futbol-mundial/index.html	(from https://elcomercio.pe/)
20:04:57	312834/312834	---MCZ	200	added ('OK')	text/html	etag:W/%224b3f8-njrJATM7KQqOrF7zxDYD77rF+lw%22	https://elcomercio.pe/autor/agencia-afp/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/agencia-afp/index.html	(from https://elcomercio.pe/)
20:04:57	200551/200551	---MCZ	200	added ('OK')	text/html	etag:W/%222fd5c-NxMYM8XMAti8Q45uCXWtX6WqFGk%22	https://elcomercio.pe/peru/simulacro-multipeligro-sistema-de-alerta-sismica-sigue-sin-funcionar-tras-casi-5-anos-desde-su-anuncio-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/peru/simulacro-multipeligro-sistema-de-alerta-sismica-sigue-sin-funcionar-tras-casi-5-anos-desde-su-anuncio-noticia/index.html	(from https://elcomercio.pe/)
20:04:58	291570/291570	---MCZ	200	added ('OK')	text/html	etag:W/%22460e6-WgLxXM/ibgxQCtoylN1+FCm1WlQ%22	https://elcomercio.pe/autor/editorial-el-comercio/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/editorial-el-comercio/index.html	(from https://elcomercio.pe/)
20:04:58	190973/190973	---MCZ	200	added ('OK')	text/html	etag:W/%222d7f1-JWohY5JT/z+BklMpcTpmyZr2PC4%22	https://elcomercio.pe/opinion/editorial/editorial-retrato-del-primer-ministro-editorial-anibal-torres-pedro-castillo-sol-carreno-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/opinion/editorial/editorial-retrato-del-primer-ministro-editorial-anibal-torres-pedro-castillo-sol-carreno-noticia/index.html	(from https://elcomercio.pe/)
20:04:58	186073/186073	---MCZ	200	added ('OK')	text/html	etag:W/%222c4cd-qL3NqY0l+DSfpdqjyU3f2748pMo%22	https://elcomercio.pe/opinion/colaboradores/que-ha-pasado-con-mi-pais-por-margaret-renkl-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/opinion/colaboradores/que-ha-pasado-con-mi-pais-por-margaret-renkl-noticia/index.html	(from https://elcomercio.pe/)
20:04:59	344406/344406	---MCZ	200	added ('OK')	text/html	etag:W/%2252f4a-RbgzLq4SDXzeA7/jMgQtlaTmJyQ%22	https://elcomercio.pe/autor/agencia-efe/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/agencia-efe/index.html	(from https://elcomercio.pe/)
20:04:59	184834/184834	---MCZ	200	added ('OK')	text/html	etag:W/%222bff6-aHILIfaIqE9pfO2DuZpi+2n9u1Y%22	https://elcomercio.pe/opinion/columnistas/la-tragedia-del-buen-funcionario-por-diego-macera-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/opinion/columnistas/la-tragedia-del-buen-funcionario-por-diego-macera-noticia/index.html	(from https://elcomercio.pe/)
20:04:59	299713/299713	---MCZ	200	added ('OK')	text/html	etag:W/%22480b6-0YQ1naiE1oSynulO/4uHifCvidA%22	https://elcomercio.pe/autor/martin-tanaka/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/martin-tanaka/index.html	(from https://elcomercio.pe/)
20:04:59	296039/296039	---MCZ	200	added ('OK')	text/html	etag:W/%224725b-S9OpvOozpJyaL2VYgeJ9Vt2jEc8%22	https://elcomercio.pe/autor/diego-macera/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/diego-macera/index.html	(from https://elcomercio.pe/)
20:05:00	157307/157307	---M-Z	200	added ('OK')	text/html	etag:W/%222546f-ebu4OovWsZf310Zjow3sfpQhl+E%22	https://elcomercio.pe/vamos/noticias/world-travel-market-peru-destaco-en-la-feria-de-turismo-mas-importante-del-mundo-turismo-feria-londres-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/vamos/noticias/world-travel-market-peru-destaco-en-la-feria-de-turismo-mas-importante-del-mundo-turismo-feria-londres-noticia/index.html	(from https://elcomercio.pe/)
20:05:01	159524/159524	---MCZ	200	added ('OK')	text/html	etag:W/%2225d18-XU7r5Mq3a4T/mG+aokja4yX7VzE%22	https://elcomercio.pe/politica/videocolumna-fernando-vivas-guido-bellido-abandono-el-planeta-vladimir-cerron-y-ahora-es-un-impredecible-no-agrupado-cuentame-otra-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/politica/videocolumna-fernando-vivas-guido-bellido-abandono-el-planeta-vladimir-cerron-y-ahora-es-un-impredecible-no-agrupado-cuentame-otra-noticia/index.html	(from https://elcomercio.pe/)
20:05:01	233129/233129	---MCZ	200	added ('OK')	text/html	etag:W/%2237c9e-RUq0lvGNplqfUKajeb3udnHG1jc%22	https://elcomercio.pe/deporte-total/futbol-mundial/win-sports-online-vea-america-de-cali-vs-medellin-hoy-por-liga-betplay-que-canal-tv-transmite-partido-de-america-vs-dim-en-directo-rmmd-lbposting-video-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/deporte-total/futbol-mundial/win-sports-online-vea-america-de-cali-vs-medell/index.html	(from https://elcomercio.pe/)
20:05:02	1624992/1624992	---MCZ	200	added ('OK')	text/html	etag:W/%2218b996-cacGPjXUaLXZyovwJNaNAbVYt7Q%22	https://elcomercio.pe/vamos/noticias/	C:/proyectoHtrack/ANGIE/elcomercio.pe/vamos/noticias/index.html	(from https://elcomercio.pe/)
20:05:02	184183/184183	---MCZ	200	added ('OK')	text/html	etag:W/%222bd6b-kOTB8FawN6Tdt36XvYp1lNxCvio%22	https://elcomercio.pe/opinion/columnistas/problemas-de-representacion-por-martin-tanaka-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/opinion/columnistas/problemas-de-representacion-por-martin-tanaka-noticia/index.html	(from https://elcomercio.pe/)
20:05:03	162857/162857	---MCZ	200	added ('OK')	text/html	etag:W/%2226a1d-gFRyWeYMxazCE6Ndw7pUhUiDeMk%22	https://elcomercio.pe/mundo/actualidad/colombia-propone-una-reunion-regional-por-la-amazonia-durante-la-cop27-gustavo-petro-cambio-climatico-rmmn-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/mundo/actualidad/colombia-propone-una-reunion-regional-por-la-amazonia-durante-la-cop27-gustavo-petro-cambio-climatico-rmmn-noticia/index.html	(from https://elcomercio.pe/)
20:05:03	1453963/1453963	---MCZ	200	added ('OK')	text/html	etag:W/%22161d7f-IlKoQhYyj0rEdZEviAyWo7TsD1U%22	https://elcomercio.pe/deporte-total/caminos-del-inca/	C:/proyectoHtrack/ANGIE/elcomercio.pe/deporte-total/caminos-del-inca/index.html	(from https://elcomercio.pe/)
20:05:04	217184/217184	---MCZ	200	added ('OK')	text/html	etag:W/%2233e54-h49/I31k+aQPq+ttMfNgEi+6mSE%22	https://elcomercio.pe/respuestas/resultados-la-tinka-en-vivo-del-miercoles-9-de-noviembre-sorteo-de-hoy-y-jugada-ganadora-pozo-millonario-resultado-si-o-si-intralot-lbposting-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/respuestas/resultados-la-tinka-en-vivo-del-miercoles-9-de-noviembre-sorteo-de-hoy-y-jugada-ganadora-pozo-millonario-resultado-si-o-si-intralot-lbposting-noticia/index.html	(from https://elcomercio.pe/)
20:05:05	159025/159025	---M-Z	200	added ('OK')	text/html	etag:W/%2225b25-BBWStjbvFobf9d5rHK1oc4VJSEw%22	https://elcomercio.pe/deporte-total/seleccion/costa-rica-vs-nigeria-en-vivo-gratis-canal-6-repretel-y-futbol-libre-tv-en-partido-de-despedida-previo-al-mundial-qatar-2022-fecha-horario-cuando-juegan-entradas-y-en-que-canal-transmiten-el-amistoso-de-lasele-seleccion-de-costa-rica-video-rmmd-dtbn-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/deporte-total/seleccion/costa-rica-vs-nigeria-en-vivo-gratis-canal-6-re/index.html	(from https://elcomercio.pe/)
20:05:06	203888/203888	---MCZ	200	added ('OK')	text/html	etag:W/%2230a65-88GL5w/0HpCI+WNRSSQRcK/DfPY%22	https://elcomercio.pe/deporte-total/futbol-mundial/mundial-qatar-2022-que-comer-los-precios-y-que-otros-secretos-esconde-a-12-dias-de-iniciar-el-mundial-2022-copa-del-mundo-jorge-barraza-doha-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/deporte-total/futbol-mundial/mundial-qatar-2022-que-comer-los-precios-y-que-otros-secretos-esconde-a-12-dias-de-iniciar-el-mundial-2022-copa-del-mundo-jorge-barraza-doha-noticia/index.html	(from https://elcomercio.pe/)
20:05:06	149983/149983	---M-Z	200	added ('OK')	text/html	etag:W/%22237d3-uptqDcM9j05RZqEpaD8shsfCuLM%22	https://elcomercio.pe/podcast/salud-con-ciencia/necesito-una-revision-medica-antes-de-hacer-ejercicios-tdex-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/podcast/salud-con-ciencia/necesito-una-revision-medica-antes-de-hacer-ejercicios-tdex-noticia/index.html	(from https://elcomercio.pe/)
20:05:07	234123/234123	---MCZ	200	added ('OK')	text/html	etag:W/%2238080-lLKmACnVmu6zXyvF0TK7+naDb9Q%22	https://elcomercio.pe/deporte-total/peruanos-en-el-mundo/marcos-lopez-el-unico-peruano-en-competiciones-europeas-que-ligas-en-el-mundo-deben-priorizar-los-peruanos-hoy-en-dia-para-migrar-y-tener-exito-mls-rmmd-dtcc-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/deporte-total/peruanos-en-el-mundo/marcos-lopez-el-unico-peruano-en-competiciones-/index.html	(from https://elcomercio.pe/)
20:05:07	346606/346606	---MCZ	200	added ('OK')	text/html	etag:W/%22537e2-wteSfTuuu9ax8l30yxGhI2PmZ7g%22	https://elcomercio.pe/autor/jorge-barraza/	C:/proyectoHtrack/ANGIE/elcomercio.pe/autor/jorge-barraza/index.html	(from https://elcomercio.pe/)
20:05:07	207889/207889	---M-Z	200	added ('OK')	text/html	etag:W/%2231a05-uAf7bM/MU+yXVjzhB9e8uTq51AQ%22	https://elcomercio.pe/deporte-total/peruanos-en-el-mundo/	C:/proyectoHtrack/ANGIE/elcomercio.pe/deporte-total/peruanos-en-el-mundo/index.html	(from https://elcomercio.pe/)
20:05:08	1172285/1172285	---MCZ	200	added ('OK')	text/html	etag:W/%2211d132-9vMNPy0hFzlunf/YK5R0NwSXPes%22	https://elcomercio.pe/premios-dt/?fbclid=IwAR1xadipm93jlNOtCbgRFkdgeo_2SV0pOqeg_RPh7CT67rhSL0BS167_uL4	C:/proyectoHtrack/ANGIE/elcomercio.pe/premios-dt/indexc51a.html	(from https://elcomercio.pe/)
20:05:09	208026/208026	---MCZ	200	added ('OK')	text/html	etag:W/%2231a8e-CWxVEVdkrXWhWtvOKAnlBE/pmSk%22	https://elcomercio.pe/economia/dia-1/quienes-son-los-ceo-con-mejor-gestion-en-redes-sociales-en-el-peru-facebook-twitter-instagram-linkedin-noticia/	C:/proyectoHtrack/ANGIE/elcomercio.pe/economia/dia-1/quienes-son-los-ceo-con-mejor-gestion-en-redes-sociales-en-el-peru-facebook-twitter-instagram-linkedin-noticia/index.html	(from https://elcomercio.pe/)
